_returnType, addr, addrRoad, cameraNum, dataDay, gubun, gugun, idx, instt, lat, lng, numOfRows, pageNo, phone, photoInfo, pixel, resultCode, resultMsg, serviceKey, setDay, storeDays, totalCount
"xml","부산광역시 부산진구 가야동 377-8","부산광역시 부산진구 대학로 7 (가야동)","5","2018-04-01","교통단속","부산진구","3494","부산광역시 부산진구청","35.154517","129.037228","10","1","051-605-4561","360도 전방면","130","","","","2015-11","30",""
"xml","부산광역시 부산진구 가야동 285-16","부산광역시 부산진구 대학로36번길 12(가야1동)","1","2018-04-01","다목적","부산진구","3495","부산광역시 부산진구청","35.090921","129.020581","10","1","051-605-4647","360도 전방면","200","","","","2015-12","30",""
"xml","부산광역시 부산진구 전포1동 342-6","부산광역시 부산진구 동성로 30-1","1","2018-04-01","다목적","부산진구","3496","부산광역시 부산진구청","35.091141","129.040651","10","1","051-605-4647","360도 전방면","200","","","","2013-04","30",""
"xml","부산광역시 부산진구 양정1동 367-5","부산광역시 부산진구 동성로 76번길 28","1","2018-04-01","다목적","부산진구","3497","부산광역시 부산진구청","35.092611","129.041111","10","1","051-605-4647","360도 전방면","200","","","","2015-08","30",""
"xml","부산광역시 부산진구 전포2동 28-41","부산광역시 부산진구 동성로112번길 88","1","2018-04-01","다목적","부산진구","3498","부산광역시 부산진구청","35.094961","129.040351","10","1","051-605-4647","360도 전방면","200","","","","2016-12","30",""
"xml","부산광역시 부산진구 전포3동 441-11","부산광역시 부산진구 동성로30번길 55","1","2018-04-01","다목적","부산진구","3499","부산광역시 부산진구청","35.092311","129.041808","10","1","051-605-4647","360도 전방면","200","","","","2014-12","30",""
"xml","부산광역시 부산진구 전포1동 425-104","부산광역시 부산진구 동성로46번길 26-1","1","2018-04-01","다목적","부산진구","3500","부산광역시 부산진구청","35.091711","129.041111","10","1","051-605-4647","360도 전방면","200","","","","2016-12","30",""
"xml","부산광역시 부산진구 전포1동 264","부산광역시 부산진구 동성로62번길 18","1","2018-04-01","다목적","부산진구","3501","부산광역시 부산진구청","35.092011","129.040911","10","1","051-605-4647","360도 전방면","200","","","","2016-12","30",""
"xml","부산광역시 부산진구 전포1동 315-24","부산광역시 부산진구 동성로74번길 38","1","2018-04-01","다목적","부산진구","3502","부산광역시 부산진구청","35.092381","129.041211","10","1","051-605-4647","360도 전방면","200","","","","2016-01","30",""
"xml","부산광역시 부산진구 전포2동 187-53","부산광역시 부산진구 동성로96번길 22","1","2018-04-01","다목적","부산진구","3503","부산광역시 부산진구청","35.093561","129.040751","10","1","051-605-4647","360도 전방면","200","","","","2013-11","30",""
"xml","부산광역시 부산진구 전포동 885-3","부산광역시 부산진구 동천로 40 (전포동)","5","2018-04-01","교통단속","부산진구","3504","부산광역시 부산진구청","35.152131","129.062285","10","1","051-605-4561","360도 전방면","130","","","","2016-02","30",""
"xml","부산광역시 부산진구 부전동 169-1","부산광역시 부산진구 동천로 73 (부전동","5","2018-04-01","교통단속","부산진구","3505","부산광역시 부산진구청","35.155331","129.062295","10","1","051-605-4561","360도 전방면","130","","","","2016-02","30",""
"xml","부산광역시 부산진구 전포동 877","부산광역시 부산진구 동천로132번길 6","1","2018-04-01","다목적","부산진구","3506","부산광역시 부산진구청","35.093881","129.034641","10","1","051-605-4647","360도 전방면","200","","","","2015-12","30",""
"xml","부산광역시 부산진구 당감동 302-26","부산광역시 부산진구 동평로 104 (당감동)","3","2018-04-01","교통단속","부산진구","3507","부산광역시 부산진구청","35.147241","129.040831","10","1","051-605-4561","360도 전방면","41","","","","2015-09","30",""
"xml","부산광역시 부산진구 부암3동 365-1","부산광역시 부산진구 동평로 127번길 52","1","2018-04-01","다목적","부산진구","3508","부산광역시 부산진구청","35.100411","129.024311","10","1","051-605-4647","360도 전방면","200","","","","2016-05","30",""
"xml","부산광역시 부산진구 부암1동 320-73","부산광역시 부산진구 동평로 131번길 48","1","2018-04-01","다목적","부산진구","3509","부산광역시 부산진구청","35.100761","129.024251","10","1","051-605-4647","360도 전방면","200","","","","2015-05","30",""
"xml","부산광역시 부산진구 부암1동 275-31","부산광역시 부산진구 동평로 162번길 19","1","2018-04-01","다목적","부산진구","3510","부산광역시 부산진구청","35.095461","129.025271","10","1","051-605-4647","360도 전방면","200","","","","2014-04","30",""
"xml","부산광역시 부산진구 부암1동 297-21","부산광역시 부산진구 동평로 171번길 9-1","1","2018-04-01","다목적","부산진구","3511","부산광역시 부산진구청","35.095961","129.024521","10","1","051-605-4647","360도 전방면","200","","","","2014-12","30",""
"xml","부산광역시 부산진구 부암1동 315-4","부산광역시 부산진구 동평로 183번길 33-16","1","2018-04-01","다목적","부산진구","3512","부산광역시 부산진구청","35.100631","129.025651","10","1","051-605-4647","360도 전방면","200","","","","2016-12","30",""
"xml","부산광역시 부산진구 당감3동 618-18","부산광역시 부산진구 동평로 27번길 18","1","2018-04-01","다목적","부산진구","3513","부산광역시 부산진구청","35.095481","129.015451","10","1","051-605-4647","360도 전방면","200","","","","2014-12","30",""
"xml","부산광역시 부산진구 양정동 477-11","부산광역시 부산진구 동평로 325번길 12","1","2018-04-01","다목적","부산진구","3514","부산광역시 부산진구청","35.102811","129.033811","10","1","051-605-4647","360도 전방면","200","","","","2015-12","30",""
"xml","부산광역시 부산진구 당감4동 673-17","부산광역시 부산진구 동평로 39번길 61","1","2018-04-01","다목적","부산진구","3515","부산광역시 부산진구청","35.095931","129.015271","10","1","051-605-4647","360도 전방면","200","","","","2014-02","30",""
"xml","부산광역시 부산진구 양정2동 319-4","부산광역시 부산진구 동평로 405번길 27","1","2018-04-01","다목적","부산진구","3516","부산광역시 부산진구청","35.102981","129.041231","10","1","051-605-4647","360도 전방면","200","","","","2013-04","30",""
"xml","부산광역시 부산진구 양정2동 273-18","부산광역시 부산진구 동평로 405번길 58","1","2018-04-01","다목적","부산진구","3517","부산광역시 부산진구청","35.103381","129.041631","10","1","051-605-4647","360도 전방면","200","","","","2016-12","30",""
"xml","부산광역시 부산진구 당감3동 479-11","부산광역시 부산진구 동평로 44번길 62-6","1","2018-04-01","다목적","부산진구","3518","부산광역시 부산진구청","35.094941","129.020841","10","1","051-605-4647","360도 전방면","200","","","","2014-02","30",""
"xml","부산광역시 부산진구 당감2동 340-5","부산광역시 부산진구 동평로 55번길 10-3","1","2018-04-01","다목적","부산진구","3519","부산광역시 부산진구청","35.095611","129.020881","10","1","051-605-4647","360도 전방면","200","","","","2013-04","30",""
"xml","부산광역시 부산진구 당감동 393-35","부산광역시 부산진구 동평로 70","5","2018-04-01","교통단속","부산진구","3520","부산광역시 부산진구청","35.165142","129.037053","10","1","051-605-4561","360도 전방면","200","","","","2016-04","30",""
"xml","부산광역시 부산진구 당감동 282-11","부산광역시 부산진구 동평로 90 (당감동)","3","2018-04-01","교통단속","부산진구","3521","부산광역시 부산진구청","35.165421","129.039221","10","1","051-605-4561","360도 전방면","41","","","","2014-09","30",""
"xml","부산광역시 부산진구 당감1동 891-1","부산광역시 부산진구 동평로116번길32","1","2018-04-01","다목적","부산진구","3522","부산광역시 부산진구청","35.164658","129.042578","10","1","051-605-4647","360도 전방면","200","","","","2014-04","30",""
"xml","-","부산광역시 부산진구 동평로119번길 23(부암동), 대한주차장 옆","1","2018-04-01","쓰레기단속","","3523","부산광역시 부산진구청","35.1672501","129.0421701","10","1","051-605-4467","360도전방면","200","","","","2013-03","30",""
"xml","부산광역시 부산진구 부암3동 336","부산광역시 부산진구 동평로119번길 6","1","2018-04-01","다목적","부산진구","3524","부산광역시 부산진구청","35.166726","129.042487","10","1","051-605-4647","360도 전방면","200","","","","2014-04","30",""
"xml","부산광역시 부산진구 부암동 649-18","부산광역시 부산진구 동평로127번길 64 맞은편","1","2018-04-01","다목적","부산진구","3525","부산광역시 부산진구청","35.169021","129.042472","10","1","051-605-4647","360도 전방면","200","","","","2016-12","30",""
"xml","부산광역시 부산진구 부암1동 315-60","부산광역시 부산진구 동평로181번길 29","1","2018-04-01","다목적","부산진구","3526","부산광역시 부산진구청","35.100471","129.025181","10","1","051-605-4647","360도 전방면","200","","","","2015-12","30",""
"xml","-","부산광역시 부산진구 동평로223번길 66(연지동), 봉황맨션 앞","1","2018-04-01","쓰레기단속","","3527","부산광역시 부산진구청","35.1718501","129.0502601","10","1","051-605-4467","360도전방면","41","","","","2014-12","30",""
"xml","부산광역시 부산진구 당감1동 619-3","부산광역시 부산진구 동평로27번길 11","1","2018-04-01","다목적","부산진구","3528","부산광역시 부산진구청","35.095411","129.015551","10","1","051-605-4647","360도 전방면","200","","","","2014-04","30",""
"xml","부산광역시 부산진구 가야1동 12","부산광역시 부산진구 골드테마길 23","1","2018-04-01","다목적","부산진구","3453","부산광역시 부산진구청","35.091531","129.023951","10","1","051-605-4647","360도 전방면","200","","","","2015-12","30",""
"xml","부산광역시 부산진구 범천1동 844-78","부산광역시 부산진구 골드테마길 47","1","2018-04-01","다목적","부산진구","3454","부산광역시 부산진구청","35.083771","129.033571","10","1","051-605-4647","360도 전방면","200","","","","2014-12","30",""
"xml","부산광역시 부산진구 연지동 244-1","부산광역시 부산진구 국악로 40","1","2018-04-01","다목적","부산진구","3455","부산광역시 부산진구청","35.102761","129.030791","10","1","051-605-4647","360도 전방면","200","","","","2015-05","30",""
"xml","부산광역시 부산진구 연지동 198-1","부산광역시 부산진구 국악로 5","1","2018-04-01","다목적","부산진구","3456","부산광역시 부산진구청","35.101581","129.031181","10","1","051-605-4647","360도 전방면","200","","","","2016-12","30",""
"xml","부산광역시 부산진구 연지동 307-5","부산광역시 부산진구 국악로38번길 31","1","2018-04-01","다목적","부산진구","3457","부산광역시 부산진구청","35.102861","129.030911","10","1","051-605-4647","360도 전방면","200","","","","2015-12","30",""
"xml","부산광역시 부산진구 연지동 312-33","부산광역시 부산진구 국악로54번길 36-10","1","2018-04-01","다목적","부산진구","3458","부산광역시 부산진구청","35.103141","129.030591","10","1","051-605-4647","360도 전방면","200","","","","2016-05","30",""
"xml","부산광역시 부산진구 초읍동 294","부산광역시 부산진구 국악로60번길15","1","2018-04-01","다목적","부산진구","3459","부산광역시 부산진구청","35.103021","129.030121","10","1","051-605-4647","360도 전방면","200","","","","2015-12","30",""
"xml","부산광역시 부산진구 개금1동 611-7","부산광역시 부산진구 냉정로 162","1","2018-04-01","다목적","부산진구","3460","부산광역시 부산진구청","35.085881","129.010321","10","1","051-605-4647","360도 전방면","200","","","","2015-12","30",""
"xml","부산광역시 부산진구 개금1동 527-33","부산광역시 부산진구 냉정로 178번길 13","1","2018-04-01","다목적","부산진구","3461","부산광역시 부산진구청","35.085741","129.011021","10","1","051-605-4647","360도 전방면","200","","","","2015-06","30",""
"xml","부산광역시 부산진구 개금동 808","부산광역시 부산진구 냉정로 184","5","2018-04-01","교통단속","부산진구","3462","부산광역시 부산진구청","35.150031","129.020111","10","1","051-605-4561","360도 전방면","200","","","","2016-04","30",""
"xml","부산광역시 부산진구 가야2동 647-17","부산광역시 부산진구 냉정로 252번길 가길 23","1","2018-04-01","다목적","부산진구","3463","부산광역시 부산진구청","35.085861","129.013581","10","1","051-605-4647","360도 전방면","200","","","","2015-05","30",""
"xml","부산광역시 부산진구 개금1동 606-6","부산광역시 부산진구 냉정로161번길 19","1","2018-04-01","다목적","부산진구","3464","부산광역시 부산진구청","35.090271","129.010431","10","1","051-605-4647","360도 전방면","200","","","","2014-08","30",""
"xml","부산광역시 부산진구 개금동 540-78","부산광역시 부산진구 냉정로202","1","2018-04-01","다목적","부산진구","3465","부산광역시 부산진구청","35.090191","129.011861","10","1","051-605-4647","360도 전방면","200","","","","2015-12","30",""
"xml","부산광역시 부산진구 가야2동 617-19","부산광역시 부산진구 냉정로253번길 16","1","2018-04-01","다목적","부산진구","3466","부산광역시 부산진구청","35.090491","129.014121","10","1","051-605-4647","360도 전방면","200","","","","2015-03","30",""
"xml","부산광역시 부산진구 당감1동 258-5","부산광역시 부산진구 당감1동 258-5","1","2018-04-01","다목적","부산진구","3467","부산광역시 부산진구청","35.095863","129.022401","10","1","051-605-4647","360도 전방면","200","","","","2014-12","30",""
"xml","부산광역시 부산진구 당감3동 516-5","부산광역시 부산진구 당감3동 516-5","2","2018-04-01","다목적","부산진구","3468","부산광역시 부산진구청","35.094021","129.015351","10","1","051-605-4647","360도 전방면","200","","","","2015-06","30",""
"xml","부산광역시 부산진구 당감4동 794-1","부산광역시 부산진구 당감4동 794-1","1","2018-04-01","다목적","부산진구","3469","부산광역시 부산진구청","35.102949","129.013348","10","1","051-605-4647","360도 전방면","200","","","","2014-12","30",""
"xml","부산광역시 부산진구 당감4동 794-2","부산광역시 부산진구 당감4동 794-2","3","2018-04-01","다목적","부산진구","3470","부산광역시 부산진구청","35.102191","129.014451","10","1","051-605-4647","360도 전방면","200","","","","2015-06","30",""
"xml","부산광역시 부산진구 당감4동 796-1","부산광역시 부산진구 당감4동 796-1","3","2018-04-01","다목적","부산진구","3471","부산광역시 부산진구청","35.102221","129.014841","10","1","051-605-4647","360도 전방면","200","","","","2015-06","30",""
"xml","부산광역시 부산진구 당감4동 796-3","부산광역시 부산진구 당감4동 796-3","1","2018-04-01","다목적","부산진구","3472","부산광역시 부산진구청","35.102931","129.014623","10","1","051-605-4647","360도 전방면","200","","","","2014-12","30",""
"xml","부산광역시 부산진구 부암3동 560-26","부산광역시 부산진구 당감로 113","1","2018-04-01","다목적","부산진구","3473","부산광역시 부산진구청","35.101911","129.021461","10","1","051-605-4647","360도 전방면","200","","","","2016-12","30",""
"xml","부산광역시 부산진구 당감동 252-122","부산광역시 부산진구 당감로 16 (당감동)","3","2018-04-01","교통단속","부산진구","3474","부산광역시 부산진구청","35.159191","129.039811","10","1","051-605-4561","360도 전방면","41","","","","2015-05","30",""
"xml","부산광역시 부산진구 당감1동 252-96","부산광역시 부산진구 당감로 21","1","2018-04-01","다목적","부산진구","3475","부산광역시 부산진구청","35.095898","129.022507","10","1","051-605-4647","360도 전방면","200","","","","2014-12","30",""
"xml","부산광역시 부산진구 당감1동 275-35","부산광역시 부산진구 당감로 34번길 17","1","2018-04-01","다목적","부산진구","3476","부산광역시 부산진구청","35.095371","129.022451","10","1","051-605-4647","360도 전방면","200","","","","2014-04","30",""
"xml","부산광역시 부산진구 부암3동 386-1","부산광역시 부산진구 당감로 64번길 41","1","2018-04-01","다목적","부산진구","3477","부산광역시 부산진구청","35.100511","129.022721","10","1","051-605-4647","360도 전방면","200","","","","2014-04","30",""
"xml","부산광역시 부산진구 부암동 500-2","부산광역시 부산진구 당감로 79 (부암동)","4","2018-04-01","교통단속","부산진구","3478","부산광역시 부산진구청","35.163121","129.038831","10","1","051-605-4561","360도 전방면","41","","","","2016-05","30",""
"xml","부산광역시 부산진구 당감1동 262-39","부산광역시 부산진구 당감로16번길 19","1","2018-04-01","다목적","부산진구","3479","부산광역시 부산진구청","35.163303","129.040705","10","1","051-605-4647","360도 전방면","200","","","","2014-04","30",""
"xml","부산광역시 부산진구 당감4동 768-30","부산광역시 부산진구 당감서로 120","1","2018-04-01","다목적","부산진구","3480","부산광역시 부산진구청","35.100911","129.020021","10","1","051-605-4647","360도 전방면","200","","","","2015-06","30",""
"xml","부산광역시 부산진구 당감동 818-160","부산광역시 부산진구 당감서로 16","1","2018-04-01","다목적","부산진구","3481","부산광역시 부산진구청","35.094481","129.021111","10","1","051-605-4647","360도 전방면","200","","","","2015-12","30",""
"xml","부산광역시 부산진구 당감4동 705","부산광역시 부산진구 당감서로 65번길 31","1","2018-04-01","다목적","부산진구","3482","부산광역시 부산진구청","35.100251","129.020671","10","1","051-605-4647","360도 전방면","200","","","","2015-06","30",""
"xml","부산광역시 부산진구 당감4동 771-14","부산광역시 부산진구 당감서로100번길 18","1","2018-04-01","다목적","부산진구","3483","부산광역시 부산진구청","35.100871","129.020661","10","1","051-605-4647","360도 전방면","200","","","","2016-12","30",""
"xml","부산광역시 부산진구 당감4동 778-15","부산광역시 부산진구 당감서로100번길 58","1","2018-04-01","다목적","부산진구","3484","부산광역시 부산진구청","35.101341","129.020111","10","1","051-605-4647","360도 전방면","200","","","","2015-12","30",""
"xml","-","부산광역시 부산진구 당감서로100번길 70(당감동), 신화빌라 옆","1","2018-04-01","쓰레기단속","","3485","부산광역시 부산진구청","35.1705801","129.0334401","10","1","051-605-4467","360도전방면","200","","","","2014-08","30",""
"xml","부산광역시 부산진구 당감4동 785-37","부산광역시 부산진구 당감서로100번길 98-1","1","2018-04-01","다목적","부산진구","3486","부산광역시 부산진구청","35.101811","129.015681","10","1","051-605-4647","360도 전방면","200","","","","2016-12","30",""
"xml","부산광역시 부산진구 당감4동 339-4","부산광역시 부산진구 당감서로65번길 5-1","1","2018-04-01","다목적","부산진구","3487","부산광역시 부산진구청","35.095881","129.021111","10","1","051-605-4647","360도 전방면","200","","","","2015-12","30",""
"xml","부산광역시 부산진구 당감4동 751-7","부산광역시 부산진구 당감서로71번길 20","1","2018-04-01","다목적","부산진구","3488","부산광역시 부산진구청","35.100361","129.021061","10","1","051-605-4647","360도 전방면","200","","","","2015-12","30",""
"xml","부산광역시 부산진구 당감동 500-7","부산광역시 부산진구 당감서로9번길 2","1","2018-04-01","다목적","부산진구","3489","부산광역시 부산진구청","35.161669","129.036104","10","1","051-605-4647","360도 전방면","200","","","","2016-12","30",""
"xml","부산광역시 부산진구 가야1동 375-3","부산광역시 부산진구 대학로 12","1","2018-04-01","다목적","부산진구","3490","부산광역시 부산진구청","35.091561","129.021371","10","1","051-605-4647","360도 전방면","200","","","","2015-06","30",""
"xml","부산광역시 부산진구 개금동 474-4","부산광역시 부산진구 가야대로443번길25","1","2018-04-01","다목적","부산진구","3415","부산광역시 부산진구청","35.091591","129.011651","10","1","051-605-4647","360도 전방면","200","","","","2015-12","30",""
"xml","부산광역시 부산진구 가야동 143-41","부산광역시 부산진구 가야대로517번길 3","1","2018-04-01","다목적","부산진구","3416","부산광역시 부산진구청","35.091341","129.014341","10","1","051-605-4647","360도 전방면","200","","","","2015-12","30",""
"xml","부산광역시 부산진구 가야동 454-65","부산광역시 부산진구 가야대로552번길 119 (가야동)","3","2018-04-01","교통단속","부산진구","3417","부산광역시 부산진구청","35.148692","129.033903","10","1","051-605-4561","360도 전방면","130","","","","2015-02","30",""
"xml","부산광역시 부산진구 가야1동 226-3","부산광역시 부산진구 가야대로556번길 14","1","2018-04-01","다목적","부산진구","3418","부산광역시 부산진구청","35.092213","129.020142","10","1","051-605-4647","360도 전방면","200","","","","2016-12","30",""
"xml","부산광역시 부산진구 가야1동 678-119","부산광역시 부산진구 가야대로572번길 93","1","2018-04-01","다목적","부산진구","3419","부산광역시 부산진구청","35.150207","129.033905","10","1","051-605-4647","360도 전방면","200","","","","2014-04","30",""
"xml","부산광역시 부산진구 당감2동 569-11","부산광역시 부산진구 가야대로589번길 64","1","2018-04-01","다목적","부산진구","3420","부산광역시 부산진구청","35.092481","129.021931","10","1","051-605-4647","360도 전방면","200","","","","2014-04","30",""
"xml","부산광역시 부산진구 가야1동 4-6","부산광역시 부산진구 가야대로664번길 664","1","2018-04-01","다목적","부산진구","3421","부산광역시 부산진구청","35.093082","129.024246","10","1","051-605-4647","360도 전방면","200","","","","2014-12","30",""
"xml","-","부산광역시 부산진구 가야대로691번길 23(당감동), 우덕슈퍼 옆","1","2018-04-01","쓰레기단속","","3422","부산광역시 부산진구청","35.1574701","129.0463801","10","1","051-605-4467","360도전방면","41","","","","2013-05","30",""
"xml","부산광역시 부산진구 당감2동 818-44","부산광역시 부산진구 가야대로691번길 64","1","2018-04-01","다목적","부산진구","3423","부산광역시 부산진구청","35.093803","129.024229","10","1","051-605-4647","360도 전방면","200","","","","2014-12","30",""
"xml","부산광역시 부산진구 부전1동 420-26","부산광역시 부산진구 가야대로747번길 38","1","2018-04-01","다목적","부산진구","3424","부산광역시 부산진구청","35.094424","129.031301","10","1","051-605-4647","360도 전방면","200","","","","2013-12","30",""
"xml","부산광역시 부산진구 부암동697-1번지","부산광역시 부산진구 가야대로747번길나길24","1","2018-04-01","다목적","부산진구","3425","부산광역시 부산진구청","35.158953","129.052363","10","1","051-605-4647","360도 전방면","200","","","","2014-07","30",""
"xml","부산광역시 부산진구 부전동 576-1","부산광역시 부산진구 가야대로755번길 42","1","2018-04-01","다목적","부산진구","3426","부산광역시 부산진구청","35.159518","129.054172","10","1","051-605-4647","360도 전방면","200","","","","2014-04","30",""
"xml","부산광역시 부산진구 가야동 669-11","부산광역시 부산진구 가야동 669-11","1","2018-04-01","다목적","부산진구","3427","부산광역시 부산진구청","35.147903","129.027671","10","1","051-605-4647","360도 전방면","200","","","","2016-12","30",""
"xml","부산광역시 부산진구 개금1동 498-1","부산광역시 부산진구 개금1동 498-1","1","2018-04-01","다목적","부산진구","3428","부산광역시 부산진구청","35.090341","129.010791","10","1","051-605-4647","360도 전방면","200","","","","2014-08","30",""
"xml","부산광역시 부산진구 개금3동 53-4","부산광역시 부산진구 개금3동 53-4","1","2018-04-01","다목적","부산진구","3429","부산광역시 부산진구청","35.093931","129.014431","10","1","051-605-4647","360도 전방면","200","","","","2015-12","30",""
"xml","부산광역시 부산진구 개금3동 414","부산광역시 부산진구 개금3동 개금온정로 17번길 77","1","2018-04-01","다목적","부산진구","3430","부산광역시 부산진구청","35.092151","129.012571","10","1","051-605-4647","360도 전방면","200","","","","2015-05","30",""
"xml","부산광역시 부산진구 개금동 276-12","부산광역시 부산진구 개금3동 개금온정로 17번길 77","1","2018-04-01","다목적","부산진구","3431","부산광역시 부산진구청","35.092151","129.012571","10","1","051-605-4647","360도 전방면","200","","","","2015-05","30",""
"xml","부산광역시 부산진구 개금본동로 18-2","부산광역시 부산진구 개금본동로 31","1","2018-04-01","다목적","부산진구","3432","부산광역시 부산진구청","35.159481","129.023432","10","1","051-605-4647","360도 전방면","200","","","","2016-12","30",""
"xml","부산광역시 부산진구 개금3동 19-6","부산광역시 부산진구 개금본동로 40","1","2018-04-01","다목적","부산진구","3433","부산광역시 부산진구청","35.093251","129.012231","10","1","051-605-4647","360도 전방면","200","","","","2015-12","30",""
"xml","부산광역시 부산진구 개금3동 574-26","부산광역시 부산진구 개금본동로 46-15","1","2018-04-01","다목적","부산진구","3434","부산광역시 부산진구청","35.094161","129.011983","10","1","051-605-4647","360도 전방면","200","","","","2016-12","30",""
"xml","부산광역시 부산진구 개금동 338-1","부산광역시 부산진구 개금본동로 4번길 10","1","2018-04-01","다목적","부산진구","3435","부산광역시 부산진구청","35.158601","129.025524","10","1","051-605-4647","360도 전방면","200","","","","2016-12","30",""
"xml","부산광역시 부산진구 개금동 385-35","부산광역시 부산진구 개금본동로 56","1","2018-04-01","다목적","부산진구","3436","부산광역시 부산진구청","35.158109","129.021738","10","1","051-605-4647","360도 전방면","200","","","","2016-12","30",""
"xml","부산광역시 부산진구 개금3동 414","부산광역시 부산진구 개금본동로 66번길 11","1","2018-04-01","다목적","부산진구","3437","부산광역시 부산진구청","35.092811","129.011291","10","1","051-605-4647","360도 전방면","200","","","","2015-05","30",""
"xml","부산광역시 부산진구 개금3동 404","부산광역시 부산진구 개금본동로 68","1","2018-04-01","다목적","부산진구","3438","부산광역시 부산진구청","35.092641","129.011421","10","1","051-605-4647","360도 전방면","200","","","","2015-06","30",""
"xml","부산광역시 부산진구 개금동 360-1","부산광역시 부산진구 개금본동로 9번길 23","1","2018-04-01","다목적","부산진구","3439","부산광역시 부산진구청","35.157666","129.024195","10","1","051-605-4647","360도 전방면","200","","","","2016-12","30",""
"xml","부산광역시 부산진구 개금3동 232-1","부산광역시 부산진구 개금본동로 9번길 46","1","2018-04-01","다목적","부산진구","3440","부산광역시 부산진구청","35.092611","129.012411","10","1","051-605-4647","360도 전방면","200","","","","2014-12","30",""
"xml","부산광역시 부산진구 개금3동 408-1","부산광역시 부산진구 개금본동로66번길38 앞","1","2018-04-01","다목적","부산진구","3441","부산광역시 부산진구청","35.157705","129.019147","10","1","051-605-4647","360도 전방면","200","","","","2014-04","30",""
"xml","부산광역시 부산진구 개금3동 207-10","부산광역시 부산진구 개금온정로 17번길 45","1","2018-04-01","다목적","부산진구","3442","부산광역시 부산진구청","35.091731","129.012171","10","1","051-605-4647","360도 전방면","200","","","","2014-12","30",""
"xml","부산광역시 부산진구 개금3동 290-2","부산광역시 부산진구 개금온정로26번가길 22 앞","1","2018-04-01","다목적","부산진구","3443","부산광역시 부산진구청","35.092051","129.013281","10","1","051-605-4647","360도 전방면","200","","","","2015-12","30",""
"xml","부산광역시 부산진구 양정동 525","부산광역시 부산진구 거제대로 26 (양정동, 대원칸타빌멤버스아파트)","3","2018-04-01","교통단속","부산진구","3444","부산광역시 부산진구청","35.171711","129.067611","10","1","051-605-4561","360도 전방면","130","","","","2016-12","30",""
"xml","부산광역시 부산진구 양정동 525","부산광역시 부산진구 거제대로 26 (양정동, 대원칸타빌멤버스아파트)","5","2018-04-01","교통단속","부산진구","3445","부산광역시 부산진구청","35.157831","129.068861","10","1","051-605-4561","360도 전방면","41","","","","2015-05","30",""
"xml","부산광역시 부산진구 양정1동 525","부산광역시 부산진구 거제대로 36번길 11","1","2018-04-01","다목적","부산진구","3446","부산광역시 부산진구청","35.101871","129.040541","10","1","051-605-4647","360도 전방면","200","","","","2013-04","30",""
"xml","부산광역시 부산진구 양정1동 458-32","부산광역시 부산진구 거제대로 37-1","1","2018-04-01","다목적","부산진구","3447","부산광역시 부산진구청","35.101881","129.040011","10","1","051-605-4647","360도 전방면","200","","","","2014-04","30",""
"xml","부산광역시 부산진구 양정2동 245-4","부산광역시 부산진구 거제천로 40번길 4","1","2018-04-01","다목적","부산진구","3448","부산광역시 부산진구청","35.104451","129.042431","10","1","051-605-4647","360도 전방면","200","","","","2014-12","30",""
"xml","부산광역시 부산진구 범전동 63-3","부산광역시 부산진구 경마장로 1","1","2018-04-01","다목적","부산진구","3449","부산광역시 부산진구청","35.100681","129.034741","10","1","051-605-4647","360도 전방면","200","","","","2015-04","30",""
"xml","부산광역시 부산진구 범전동 71-39","부산광역시 부산진구 경마장로 11번길 24","1","2018-04-01","다목적","부산진구","3450","부산광역시 부산진구청","35.100681","129.035231","10","1","051-605-4647","360도 전방면","200","","","","2014-12","30",""
"xml","부산광역시 부산진구 범전동 9-57","부산광역시 부산진구 경마장로 26","1","2018-04-01","다목적","부산진구","3451","부산광역시 부산진구청","35.167966","129.065102","10","1","051-605-4647","360도 전방면","200","","","","2016-12","30",""
"xml","부산광역시 부산진구 범전동 73-293","부산광역시 부산진구 경마장로5번길 61","1","2018-04-01","다목적","부산진구","3452","부산광역시 부산진구청","35.102388","129.035222","10","1","051-605-4647","360도 전방면","200","","","","2014-12","30",""
"xml","부산광역시 동래구 명장2동 청운길 33","부산광역시 동래구 충렬사로67번길 56","1","2018-02-13","다목적","동래구","3377","부산광역시 동래구청","35.201944","129.112649","10","1","051-550-6962","360도","130","","","","2012-06","30",""
"xml","부산광역시 동래구 칠산동 1-94(칠산동 1-30도)","부산광역시 동래구 칠산로 39번가길 50","1","2018-02-13","다목적","동래구","3378","부산광역시 동래구청","35.196759","129.067882","10","1","051-550-6962","360도","130","","","","2012-12","30",""
"xml","부산광역시 동래구 칠산동 29-2","부산광역시 동래구 칠산로 39번길 21","1","2018-02-13","다목적","동래구","3379","부산광역시 동래구청","35.207106","129.094646","10","1","051-550-6962","360도","200","","","","2016-04","30",""
"xml","부산광역시 동래구 칠산동 6-13","부산광역시 동래구 칠산로 47번길 13","1","2018-02-13","다목적","동래구","3380","부산광역시 동래구청","35.206605","129.094445","10","1","051-550-6962","360도","200","","","","2016-04","30",""
"xml","부산광역시 동래구 칠산동 76-2","부산광역시 동래구 칠산로 50번길 3","1","2018-02-13","다목적","동래구","3381","부산광역시 동래구청","35.205364","129.103218","10","1","051-550-6962","360도","200","","","","2014-12","30",""
